rate,location,rest_type,dish_liked,cuisines,cost_for_2
4.3/5,Whitefield,Dessert Parlor Cafe,Cheesecake Chocolate Sundae Gooey Chocolate Cake Cup Cake Coffee Rainbow Cake Hot Chocolate,Desserts Cafe Continental,700
4.0/5,Whitefield,Bakery,Cup Cake Brownie,Bakery Fast Food,150
4.4/5,Whitefield,Delivery,Hyderabadi Chicken Murgh Khurchan Rajma Brownie Chocolate Cabbage Salad Raita Chicken Curry,Healthy Food North Indian Biryani Continental Desserts,500
4.3/5,Whitefield,Dessert Parlor,Chocolate Devotion Pomegranate Sorbet Waffles Brownie Apple Pie Cheesecake Ice Cream Coffee,Ice Cream Desserts,400
3.1/5,Whitefield,Dessert Parlor Quick Bites,Waffles Coffee Pizza Burgers Hot Chocolate Brownie Fries,Desserts Cafe,600
3.9/5,Whitefield,Pub Casual Dining,Pizza Beer Cocktails Nachos Pasta Moo Burger Noodles,Finger Food American Continental Burger Pizza,1500
4.2/5,Whitefield,Food Court,Donut Coffee Cup Cake Choco Bomb Waffles Chocolate Decadence Melted Chocolate,Bakery Desserts Beverages,450
4.0/5,Whitefield,Bakery,Chocolate Cake,Bakery Desserts,500
3.7/5,Whitefield,Dessert Parlor,Tender Coconut Ice Cream,Ice Cream Desserts,450
2.9/5,Whitefield,Food Court,Thick Shakes Rasmalai Milk Shake,Beverages Desserts Ice Cream,400
4.1/5,Whitefield,Casual Dining,Pizza Salad Banana Toffee Cheesecake Caramel Custard Croissants Crepe Creme Brulee,French Pizza Bakery,1000
4.0/5,Whitefield,Dessert Parlor,Panipuri Guava Ice Cream,Ice Cream Desserts,200
4.1/5,Whitefield,Dessert Parlor,Vanilla Ice Cream Hot Chocolate Fudge Chocolate Icecreams,Desserts Ice Cream,300
4.0/5,Whitefield,Dessert Parlor,Donut Filter Coffee Chocolate Doughnut Custard,Desserts Beverages,300
3.8/5,Whitefield,Quick Bites,Aloo Tikki Chat,Mithai Street Food,150
3.9/5,Whitefield,Dessert Parlor,Coffee Hot Chocolate Raspberry Sorbet Cheesecake Ice Cream Chocolate Sundae,Desserts Ice Cream,800
4.0/5,Whitefield,Bakery,Opera Cake Cup Cake Red Velvet Chocolate Mousse,Bakery,250
3.9/5,Whitefield,Delivery,Cheesecake Chocolate Decadence Pancakes,Bakery Desserts,500
4.0/5,Whitefield,Casual Dining,Pizza Pasta Carbonara Omelette Salad Mojito Lasagne Sandwich,European French Salad,1500
3.8/5,Whitefield,Bakery Cafe,Pasta Sandwiches Veg Burger Tea Coffee Club Sandwich French Fries,Bakery Desserts Cafe Italian Pizza,400
3.9/5,Whitefield,Dessert Parlor Quick Bites,Pasta Burgers Thick Shakes Sunday Brunch Apple Pie Waffles Sandwiches,Desserts,600
3.8/5,Whitefield,Bakery,Samosa,Bakery,400
3.9/5,Whitefield,Bakery Cafe,Coffee Opera Pastry Masala Tea,Bakery Cafe,400
3.1/5,Whitefield,Dessert Parlor Kiosk,Tiramisu Cheesecake Kulfi,Ice Cream Bakery Desserts,200
3.9/5,Whitefield,Dessert Parlor,Waffles Chocolate Truffle Sensation Chocolate Icecreams Brownie,Ice Cream Desserts,250
3.8/5,Whitefield,Delivery,Cup Cake Chocolate Truffle,Desserts,300
4.1/5,ITPL Main Road Whitefield,Bakery Dessert Parlor,Brownie Blueberry Cheesecake Chocolate Truffle Blueberry Shake Tiramisu German Chocolate Thick Shakes,Bakery Desserts,300
4.1/5,ITPL Main Road Whitefield,Bakery,Eggless Cake Choco Mocha Choco Almond Blueberry Cake Chocolate Cake Choco Strawberry,Bakery Desserts,500
3.9/5,Whitefield,Lounge Bar,Pasta Fish Beer Chicken Wings Mocktails Gulab Jamun Lunch Buffet,Continental Chinese,1000
4.4/5,Whitefield,Casual Dining,Chaat Cocktails Grilled Eggplant Salads Mousse Sunday Brunch Iced Tea,North Indian Continental Chinese,2000
4.5/5,Whitefield,Fine Dining,Vegetable Biryani Lamb Pizza Idli Fish Lunch Buffet Butter Naan,Continental Asian South Indian North Indian,2500
4.7/5,Whitefield,Microbrewery Pub,Wheat Beer Risotto Craft Beer Caesar Salad Pizza Hefeweizen Cheesy Garlic Bread,Continental European BBQ Chinese Asian,2400
4.6/5,Whitefield,Microbrewery Pub,Keema Pav Cocktails Craft Beer Pork Chops Mocktails Hefeweizen Nachos,American North Indian Salad,2500
4.5/5,Whitefield,Microbrewery Pub,Craft Beer Wine Chilli Chicken Wedges Lamb Cocktails Masala Peanuts,Continental Mediterranean Italian North Indian Finger Food Asian Momos,1600
4.8/5,Whitefield,Casual Dining,Mutton Roganjosh Mutton Keema Mutton Curry Macaroon Paan Ice Cream Sea Food Biryani,European Mediterranean North Indian BBQ,1600
4.9/5,Whitefield,Casual Dining,Pizza Mutton Kebab Chicken Biryani Sea Food Chicken Dim Sum Pasta Mocktails,Asian Mediterranean North Indian BBQ,1400
4.4/5,Whitefield,Casual Dining,Paneer Tikka Fish Mutton Curry Coffee Paan Kulfi Mango Ice Cream Pasta,North Indian European Mediterranean BBQ Kebab,1600
4.6/5,Whitefield,Casual Dining,Cocktails Craft Beer Chicken Sukha Murgh Ghee Roast Biryani Neer Dosa Vada,South Indian,1700
4.3/5,Whitefield,Pub Microbrewery,Wheat Beer Beef Burger Pizza Craft Beer Pork Chops Mezze Platter Cocktails,Continental BBQ Finger Food,1700
4.4/5,Whitefield,Microbrewery Pub,Beer Margarita Long Island Iced Tea Cocktails Pizza Churros Mocktails,Continental Mediterranean South Indian North Indian Asian,1700
4.0/5,Whitefield,Casual Dining Bar,Chicken Salad Mocktails Mutton Curry Chicken Dum Biryani Egg Masala Egg Salad Karela Salad,Mughlai North Indian Biryani Afghan,1100
4.8/5,Whitefield,Casual Dining,Kulfi Lunch Buffet Murgh Lababdar Kadhai Paneer Dahi Kebab Lassi Butter Chicken,North Indian,2000
4.1/5,Whitefield,Casual Dining Bar,Mocktails Pizza Crispy Chicken Beer Nachos Masala Peanuts Onion Rings,North Indian Italian Finger Food Continental,1000
4.4/5,Whitefield,Casual Dining,Murgh Platter Dessert Platter Chicken Sizzler Tiramisu Lobster Mocktails Vegetable Biryani,North Indian,1500
4.1/5,Whitefield,Bar Lounge,Margarita Lamb Cocktails Nachos Spring Roll Long Island Iced Tea Mocktails,Finger Food,1900
4.2/5,Whitefield,Pub,Tempura Prawns Cocktails Noodles Masala Peanuts Sangria Wine Pasta,Asian Continental European,1500
4.2/5,Whitefield,Casual Dining Microbrewery,Beer Tandoori Chicken Dahi Kebab Paneer Tikka Dal Makhani Mocktails Butter Chicken,North Indian,1600
4.2/5,Whitefield,Bar Casual Dining,Deep Dish Pizza Mocktails Burgers Onion Rings Thin Crust Pizza Chicken Tenders Pasta,American Italian,1800
4.1/5,Whitefield,Casual Dining,Beer Mango Lassi Thandai Matka Kulfi Salads Palak Pakoda Lunch Buffet,North Indian,1800
4.7/5,Whitefield,Casual Dining,Jumbo Prawns Tai Pai Chicken Singapore Noodles Wine Chilli Chicken Cocktails Chicken Dim Sum,Chinese,1700
4.1/5,Whitefield,Bar,Cocktails Pasta Fish,Continental North Indian Finger Food,1200
4.1/5,Whitefield,Pub,Cocktails Chicken Kebab Murgh Ghee Roast Virgin Mojito Honey Chilli Fries Ice Tea Shawarma,American North Indian Chinese Finger Food Momos,1500
4.7/5,Whitefield,Casual Dining,Ramen Sushi Platter Sushi Bar Pork Dumplings Maki Roll Japanese Green Tea Thai Red Curry,Sushi Japanese Chinese Thai,2000
4.0/5,Whitefield,Casual Dining,Appam Risotto Gulab Jamun Halwa Fish Vegetable Stew Tiramisu,Italian North Indian,1000
4.7/5,Whitefield,Casual Dining,Mocktails Fish Biryani Dal Makhani Wine Risotto Chaat,Modern Indian,1500
4.5/5,Whitefield,Cafe Dessert Parlor,Pizza Cheesecake Burgers Pasta Waffles Veg Burger Chocolate Cake,American Cafe Continental French Burger Mexican Desserts Pizza,900
4.3/5,Whitefield,Cafe,Burgers Waffles Chocolava Coffee Pasta Chocolate Cake Brownie,Cafe Italian Fast Food Desserts,550
4.2/5,Whitefield,Pub Microbrewery,Beer Chicken Tikka Cosmopolitan Burgers Cocktails Mocktails Pudding,British Continental BBQ,1600
4.1/5,Whitefield,Fine Dining,Rasmalai Salads Pasta Pizza Mutton Biryani Cocktails Coffee,North Indian American Italian,2500
3.7/5,Whitefield,Casual Dining,Paneer Biryani Ragi Mudde Tangdi Kabab Pot Biryani Mutton Fry Andhra Style Biryani Hyderabadi Biryani,Andhra Biryani North Indian Chinese,650
4.0/5,Whitefield,Casual Dining,Mutton Biryani Hyderabadi Biryani Chicken Biryani Bamboo Chicken Bbq Chicken Vegetable Biryani Tandoori Roti,Hyderabadi Andhra North Indian Chinese South Indian,800
4.2/5,Whitefield,Casual Dining,Paratha Matka Lassi Rabri Puri Sabzi Masala Soda Chaach Veg Kolhapuri,North Indian,800
4.0/5,Whitefield,Casual Dining,Plain Rice Hyderabadi Biryani Panneer Butter Masala Mutton Biryani Tandoori Chicken Chicken Boneless Biryani Vegetable Biryani,Biryani North Indian Chinese Seafood,800
4.3/5,Whitefield,Casual Dining Pub,Beer Cocktails Burgers Chicken Nachos Mocktails Stout Margarita,European American,1700
4.6/5,Whitefield,Casual Dining,Tex Mex Burgers Chaap Cocktails Chaat Mushroom Soup Pork Ribs,American Tex-Mex Burger BBQ Mexican,1400
4.4/5,Whitefield,Casual Dining,Noodles Dumplings Jumbo Prawns Nasi Goreng Papaya Salad Sushi Momos,Malaysian Thai Singaporean Asian Chinese Momos,1000
4.4/5,Whitefield,Casual Dining Bar,California Roll Cocktails Mocktails Maki Roll Noodles Veg Sushi Momos,Asian Japanese Vietnamese Korean Chinese Thai,1800
3.9/5,Whitefield,Casual Dining,Cocktails Panna Cotta Lamb Pizza Pita Bread,Mediterranean,2000
4.3/5,Whitefield,Casual Dining Cafe,Mocktails Burgers Pavbhaji Pizza Paneer Tikka Sandwiches Pasta Salad,North Indian Continental Italian Cafe Pizza Finger Food,1400
4.2/5,Whitefield,Casual Dining,Rasgulla Dal Bati Rajasthani Thali Kachori Churma Jal-jeera Rasmalai,Rajasthani,800
4.1/5,Whitefield,Casual Dining,Fish Prawn Malai Curry Mishti Doi Biryani Dhokar Dalna Mutton Kosha Malpua,Bengali Seafood,750
4.3/5,Whitefield,Casual Dining,Pasta Creme Brulee Tiramisu Bbq Chicken Pizza Steak Salads Wine,Continental Italian Mediterranean Salad,1500
4.3/5,Whitefield,Casual Dining,Lamb Chops Crepe Suzette Cocktails Steak Molten Chocolate Cake Lobster Bisque Sea Food,BBQ,2000
4.4/5,Whitefield,Casual Dining,Chocolate Sizzler Mutton Curry Egg Masala Shawarma Barbeque Chicken Mutton Biryani Crab Toast,North Indian Arabian Mughlai Biryani Seafood Beverages,700
4.6/5,Whitefield,Casual Dining,Garlic Bread Peri Peri Chicken Burgers Chicken Grill Chicken Wings Peri Fries Mocktails,African Burger Desserts Beverages Fast Food,1000
3.9/5,Whitefield,Casual Dining,Noodles Wonton Soup Spring Roll Crispy Noodle Chop Suey Beijing Chicken Chowmein,Chinese Thai,850
3.9/5,Whitefield,Casual Dining Bar,Dal Halwa,North Indian South Indian Continental American Asian,1200
3.8/5,Whitefield,Casual Dining,Ramen Noodles Salmon Sushi,Korean Sushi,900
4.0/5,Whitefield,Casual Dining,Crispy Thread Paneer Hakka Noodles Momos Clear Soup Prawn Mocktails Chilli Chicken,Chinese Momos,1400
4.2/5,Whitefield,Casual Dining,Misal Pav Mutton Fry Malwani Food Mutton Thali Chicken Fry Sabudana Vada Chicken Handi,Maharashtrian Seafood,700
4.0/5,Whitefield,Casual Dining,Chicken Biryani Mutton Biryani Mutton Seekh Kebab Vegetable Biryani Hyderabadi Dum Biryani Chicken Tenders Egg Biryani,Biryani North Indian Kebab,800
4.1/5,Whitefield,Pub,Cocktails Beer Long Island Iced Tea Pasta Chicken Satay Lamb Burger Onion Rings,Asian American Mexican,1200
4.1/5,Whitefield,Bar Casual Dining,Mocktails Cocktails Pizza Chicken Tikka Nachos Biryani Beer,Continental North Indian Italian,1500
4.0/5,Whitefield,Casual Dining,Raita Kebab Biryani Dum Biryani Chicken Kebab Fish Biryani Paneer Biryani Mutton Biryani,Biryani Andhra,750
4.0/5,Whitefield,Casual Dining,Salads Chicken Curry Pasta Lime Soda Sweet Lunch Buffet Cheesecake Rara Meat,Continental North Indian,1700
3.9/5,Whitefield,Casual Dining,Pizza Chaat Mocktails Salads Sunday Brunch Omelette Breakfast Buffet,South Indian Asian,2000
3.8/5,Whitefield,Casual Dining,Lassi Hyderabadi Biryani Tandoori Chicken Lemon Chicken Chicken Dum Biryani Prawn Biryani Boneless Biryani,Biryani Hyderabadi Andhra North Indian,800
3.8/5,Whitefield,Casual Dining,Biryani Thali Lemon Tea Lassi Coffee Masala Paneer Roti,Andhra South Indian North Indian Biryani,550
4.1/5,Whitefield,Pub,Cocktails Wheat Beer Bruschettas Pasta Burgers Supreme Pizza Nachos,Finger Food North Indian Chinese Italian,1400
3.9/5,Whitefield,Fine Dining,Roti Breakfast Buffet Coffee Lamb Salads Pancakes Rasmalai,North Indian Continental Asian Italian,2000
4.2/5,Whitefield,Casual Dining,Paan Shot Butter Chicken Paratha Veg Platter Dal Makhani Aam Panna Multani Paneer Tikka,North Indian,1500
4.1/5,Whitefield,Casual Dining Cafe,Masala Chaach Dal Makhani Pasta Wood Fire Pizza Sweet Lassi Bharwan Mushroom Paneer Tikka Masala,Cafe Italian Pizza North Indian,900
4.3/5,Whitefield,Casual Dining,Singapore Noodles Kung Pao Chicken Mixed Fried Rice Corn Fritters Wonton Clear Soup Fish,Chinese Seafood,1100
4.0/5,Whitefield,Casual Dining,Kerala Parotta Appam Ghee Rice Sea Food Paratha Chicken Dum Biryani Beef Fry,Kerala Seafood Chinese,700
4.3/5,Whitefield,Casual Dining,Lobster Papaya Salad Pad Thai Jasmine Rice Hakka Noodles Jasmine Tea Coconut Ice Cream,Asian Chinese,2500
3.7/5,Whitefield,Casual Dining Cafe,Saffron Kahwa Phirni Mutton Kanti Tea Tabakh Maaz Mutton Roganjosh Meat Balls,Kashmiri Cafe,1100
3.9/5,Whitefield,Casual Dining,Dal Kichadi Gulab Jamun Buttermilk Aamras Grand Thali Dhokla Jalebi,Rajasthani Gujarati North Indian,900
3.7/5,Whitefield,Casual Dining,Masala Dosa Filter Coffee Buttermilk Salad Thali Badam Halwa Plain Dosa,South Indian,400
4.2/5,Whitefield,Casual Dining,Mushroom Soup Faluda Paratha Banana Fritters Fruit Juices Kerala Parotta Murgh Ghee Roast,Kerala,1000
4.3/5,Whitefield,Fine Dining,Tiramisu Wine Lamb Baked Salmon Chicken Pasta Ravioli Gnocchi,Italian Salad,3000
4.0/5,Whitefield,Casual Dining,Thali Jalebi Dahi Vada Chaat Buttermilk Rabri Malpua Kadhi,Hyderabadi Gujarati Maharashtrian,1000
4.0/5,Whitefield,Casual Dining,Biryani,Andhra Biryani North Indian,700
4.0/5,Whitefield,Casual Dining,Biryani Gulab Jamun Pav Bhaji,North Indian Fast Food Street Food,800
4.0/5,Whitefield,Bar,Cocktails Beer Pizza Long Island Iced Tea Peri Peri Fries Chilli Chicken Potato Wedges,Finger Food American Asian Italian,1450
2.7/5,Whitefield,Quick Bites,Chicken Grill Chicken Tikka Roll Grape Juice Biryani Shawarma Roll Tandoori Chicken Tandoori Raan,North Indian Chinese,300
4.2/5,Whitefield,Casual Dining Cafe,Club Sandwich Pork Chops Sunday Brunch Burgers Fish Fingers Pizza Chicken Tikka,Chinese North Indian Continental Cafe,2000
3.9/5,Whitefield,Casual Dining,Noodles Chicken Dum Biryani Boneless Biryani Vegetable Biryani Lassi Dal Tadka Tandoori Chicken,Biryani Andhra North Indian Chinese,800
4.2/5,Whitefield,Casual Dining,Kadhai Murgh Lassi Rabri Mutton Biryani Malpua Chaat Dal Makhani,North Indian Maharashtrian South Indian,1000
4.1/5,Whitefield,Casual Dining,Caesar Salad Khao Suey Veggie Pizza Beef Steak Pasta Peri Peri Chicken Pizza Mousse,Japanese Italian American Asian North Indian Steak,1400
3.9/5,Whitefield,Casual Dining,Kulcha Chole Bhature Chaat Paneer Tikka Masala Coffee,South Indian North Indian Chinese,700
4.4/5,Whitefield,Casual Dining Cafe,Margarita Chicken Tikka Chocolate Pizza Prawn Ravioli Mocktails Potato Wedges Tiramisu,Pizza Cafe Italian,600
3.9/5,Whitefield,Casual Dining,Chicken Biryani Burgers Halwa Malabari Biryani Noodles Shawarma Roll Barbeque Chicken,Arabian North Indian Chinese Salad Beverages,750
3.9/5,Whitefield,Pub Casual Dining,Pizza Beer Cocktails Nachos Pasta Moo Burger Noodles,Finger Food American Continental Burger Pizza,1500
4.0/5,Whitefield,Casual Dining Pub,Pizza Beer,North Indian Pizza Chinese,1500
4.0/5,Whitefield,Casual Dining,Chicken Satay Chicken Chettinad Sea Food Salads Pumpkin Soup Chicken Soup Mousse,Continental Asian,1500
4.2/5,Whitefield,Cafe,Beer Burgers Pizza Pasta Mocktails Salads Sangria,Cafe Italian Continental,1000
3.6/5,Whitefield,Casual Dining,Chicken Biryani Mutton Biryani Hyderabadi Biryani Vegetable Biryani,Biryani North Indian Chinese,700
3.7/5,Whitefield,Fine Dining,Chicken Curry Breakfast Buffet Pasta Fish Salads Lunch Buffet Salmon,North Indian South Indian Asian,2000
3.8/5,Whitefield,Casual Dining,Deluxe Thali Mango Lassi Hara Bhara Kebab Jumbo Lassi Jal-jeera Amritsari Paneer Gulab Jamun,Chinese North Indian,900
4.0/5,Whitefield,Fine Dining,Pasta Tiramisu Cheesy Pizza,Italian,2500
3.9/5,Whitefield,Casual Dining,Naan Tandoori Roti Chicken Biryani Dal Makhani Shahi Paneer Dum Biryani Paneer Tikka,North Indian Mughlai,800
3.9/5,Whitefield,Casual Dining,Rolls Butter Chicken Tandoori Momos Tangdi Kabab Tandoori Roti Paratha Soya Chaap,Mughlai North Indian Biryani,600
3.9/5,Whitefield,Casual Dining Cafe,Burgers Steak Baconator Burger Chicken Bbq Wings Cream Soup Sandwiches Pasta,Steak Continental American Italian Salad Cafe,900
3.7/5,Whitefield,Lounge,Martini Cocktails Paneer Tikka,Continental North Indian,2100
3.5/5,Whitefield,Casual Dining,Raita Paneer Biryani,Biryani North Indian Chinese,800
3.6/5,Whitefield,Quick Bites,Butter Naan Kulcha Paratha Butter Chicken Shawarma Roti Thali,Chinese North Indian,400
3.9/5,Whitefield,Casual Dining,Salads Naan Lunch Buffet Dal Halwa,North Indian,1200
2.9/5,Whitefield,Casual Dining,Andhra Meal Andhra Style Chilli Chicken Chicken Biryani Chicken Guntur,North Indian,600
4.1/5,Whitefield,Casual Dining,Tomato Soup Biryani Dal Maharaja Shikanji Garlic Naan Paratha,North Indian Biryani,1200
3.5/5,Whitefield,Casual Dining,Salads Gulab Jamun Breakfast Buffet Fish Lunch Buffet French Toast Chicken Wings,North Indian Continental Chinese South Indian,800
4.1/5,Whitefield,Cafe,Sandwiches Club Chicken Sandwich Pizza White Sauce Pasta Coffee Tomato Basil Pasta Garlic Bread,Cafe,700
4.1/5,Whitefield,Casual Dining,Pizza Salad Banana Toffee Cheesecake Caramel Custard Croissants Crepe Creme Brulee,French Pizza Bakery,1000
4.1/5,Whitefield,Casual Dining,Pasta Coffee Mocktails Pizza Sandwiches Macaroon Croissants,European French Salad,1500
3.7/5,Whitefield,Casual Dining,Biryani Tandoori Chicken Curd Rice Kalmi Kebab Chilli Chicken Chicken Tikka Masala,North Indian Chinese,600
4.0/5,Whitefield,Fine Dining,Dal Makhani Galauti Kebab Dum Biryani Rasgulla Fish Garlic Kheer Tandoori Broccoli,North Indian Lucknowi Afghan,3000
3.1/5,Whitefield,Mess,Chicken Biryani,Andhra Biryani South Indian,300
3.9/5,Whitefield,Casual Dining,Masala Dosa Filter Coffee Curd Rice,South Indian North Indian Chinese Beverages,300
3.9/5,Whitefield,Cafe,Filter Coffee Blueberry Muffin Hot Coffee Brownie Cappuccino,Cafe,350
2.5/5,Whitefield,Casual Dining,Coffee Raj Kachori Idli Vada Tea Masala Dosa Chaat,South Indian North Indian Chinese Street Food Fast Food,400
2.9/5,Whitefield,Casual Dining,Kadala Curry Appam Shawarma Roll Mutton Stew Tea Thalassery Biryani Chicken Fry,Kerala Biryani South Indian North Indian Chinese Arabian Beverages,500
3.5/5,Whitefield,Casual Dining,Chicken Biryani,Biryani Andhra,800
3.8/5,Whitefield,Casual Dining,Butter Chicken Lassi Thali Dal Makhani Mutton Roganjosh Paneer Tikka Malai Kofta,North Indian Mughlai,800
3.6/5,Whitefield,Casual Dining,Paneer Tikka Masala Hyderabadi Chicken Biryani,North Indian Chinese Andhra Biryani,700
3.7/5,Whitefield,Lounge,Tikka,Finger Food,1700
2.9/5,Whitefield,Casual Dining,Tandoori Chicken Mutton Biryani Butter Chicken,Arabian North Indian Biryani Chinese Seafood,750
2.8/5,Whitefield,Quick Bites,Appam Egg Curry,South Indian North Indian Chinese Kerala,400
3.8/5,Whitefield,Bar Casual Dining,Beer Chicken Guntur Paneer Tikka Fish Noodles Cocktails Gulab Jamun,North Indian Continental Mediterranean,1200
3.5/5,Whitefield,Casual Dining,Butter Kulcha Paneer Lababdar Paratha Lassi Butter Chicken Tawa Roti Dal Makhani,North Indian Chinese Biryani,500
3.9/5,Whitefield,Casual Dining,Salmon,Asian Continental North Indian Italian,2000
3.9/5,Whitefield,Quick Bites,Fish Curry Chicken Curry,Bengali,350
3.6/5,Whitefield,Casual Dining,Lunch Buffet Chicken Biryani,Italian Mexican Mediterranean North Indian Continental,1500
3.2/5,Whitefield,Casual Dining,Hyderabadi Biryani Mutton Biryani,North Indian Chinese Biryani,600
4.0/5,Whitefield,Casual Dining,French Toast Pasta Egg Pav Bhaji Khau Suey Shakshouka Chicken Burger Omelette,Continental American,750
3.9/5,Whitefield,Fine Dining Bar,Rooftop Ambience,Finger Food,2000
3.7/5,Whitefield,Quick Bites,Paratha Thali,North Indian Chinese Street Food Sandwich,400
4.1/5,Whitefield,Fine Dining,Burgers Cocktails Beef Patty Chaap Kulcha French Fries Chicken Burger,Continental Burger BBQ,3000
3.6/5,Whitefield,Cafe,Sandwiches Brownie,Cafe,650
3.5/5,Whitefield,Casual Dining,Butter Naan French Fries,North Indian,500
2.6/5,Whitefield,Casual Dining,Chicken Guntur Andhra Meal Chicken Tikka Masala Chicken Biryani Hyderabadi Biryani Dum Biryani Lime Soda,North Indian Chinese Biryani Andhra,800
3.8/5,Whitefield,Casual Dining,Breakfast Buffet,North Indian Continental South Indian Asian,1900
3.2/5,Whitefield,Casual Dining,Biryani Paratha Tandoori Chicken Butter Chicken Dal Makhani,North Indian,450
